ID,Brand,Variety,Style,Country,Stars
r1343,lotus foods,Jade Pearl Rice Ramen,Pack,United States,3.25
r1342,ah lai,White Curry Noodle,Pack,Malaysia,4.5
r1341,plats du chef,Cuisine Adventures Chicken Pho Soup,Bowl,Canada,5.0
r1340,indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75
r1339,kin-dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75
r1338,batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5
r1337,sakura noodle,Chikara Brand Udon Beef Flavor,Pack,United States,4.25
r1336,shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,United States,3.75
r1335,sakura noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,United States,4.0
r1334,sakura noodle,Chikara Brand Udon Mushroom Flavor,Pack,United States,3.75
r1333,sakura noodle,Chikara Brand Udon Oriental Flavor,Pack,United States,3.75
r1332,sakura noodle,Chikara Brand Udon Chicken Flavor,Pack,United States,3.75
r1331,indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,Indonesia,3.75
r1330,sapporo ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5.0
r1329,vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,Vietnam,1.25
r1328,a-sha dry noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75
r1327,unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3.0
r1326,mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75
r1325,koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25
r1324,ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5
r1323,golden wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2.0
r1322,hi-myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4.0
r1321,takamori kosan,Fresh Chow Mein Noodles With Seasoning,Pack,Japan,3.75
r1320,mama,Instant Noodles Cup Seafood Flavour,Cup,Thailand,3.75
r1319,adabi,Mi Segera Kari Ayam Instant Noodles,Pack,Malaysia,4.25
r1318,nissin,Spa Oh Tarako Spaghetti,Bowl,Japan,4.0
r1317,ve wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5
r1316,ottogi,Japchae Vermicelli Noodle,Pack,South Korea,2.75
r1315,sainsbury's,Chicken Flavour Instant Noodles,Pack,UK,2.75
r1314,paldo,Korean Traditional Beef Gomtangmen,Pack,South Korea,5.0
r1313,healtimie,Green Barley Noodle Vegetable Soup,Pack,Indonesia,3.25
r1312,maruchan,I Want To Eat Ramen Miso Flavor,Pack,Japan,3.75
r1311,pop bihun,Spesial Rasa Soto Ayam,Pack,Indonesia,4.0
r1310,thai kitchen,Rice Noodle Cart Thai Peanut,Tray,United States,3.0
r1309,yum yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75
r1308,nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5.0
r1307,nissin,Cup Noodle Cheese Curry,Cup,Japan,3.75
r1306,koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5
r1305,a-sha dry noodle,Instant Noodle Original Flavor,Pack,Taiwan,3.75
r1304,nissin,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,Hong Kong,4.75
r1303,western family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5
r1302,mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5.0
r1301,knorr,Quick Serve Macaroni Shrimp Broth,Pack,Hong Kong,3.25
r1300,samyang foods,Red Nagasaki Jjampong,Pack,South Korea,5.0
r1299,mr. noodles,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,Canada,1.0
r1298,good tto leu foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4.0
r1297,gaga,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,Indonesia,3.25
r1296,wu-mu,Ramen With Pickled Mustard Flavor,Pack,Taiwan,3.5
r1295,wu-mu,Steam Mushroom Flavor Ramen,Pack,Taiwan,3.25
r1294,thai choice,Instant Noodles Chicken Flavour,Cup,Thailand,3.0
r1293,myojo,Prawn Noodles,Pack,Singapore,4.25
r1292,nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3.0
r1291,a-one,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,Vietnam,3.25
r1290,nongshim,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,South Korea,4.5
r1289,jml,Braised Beef Noodles,Pack,China,4.0
r1288,sau tao,QQ Scallop Seafood Vermicelli,Bowl,Hong Kong,3.75
r1287,kimura,Kumamoto Tonkotsu Ramen,Pack,Japan,5.0
r1286,batchelors,Super Noodles Roast Beef & Onion Flavour,Pack,UK,3.25
r1285,lucky me!,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Bowl,Philippines,3.25
r1284,thai kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,United States,4.25
r1283,nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4.0
r1282,koka,Purple Wheat Noodles Aglio Olio,Pack,Singapore,2.75
r1281,tokachimen koubou,Jet Black Sesame Oil Pork Tonkotsu,Bowl,Japan,2.25
r1280,deshome,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Pack,Taiwan,5.0
r1279,ko-lee,Instant Noodles Mixed Vegetable,Pack,UK,3.5
r1278,ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,South Korea,3.25
r1277,vifon,Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles,Pack,Vietnam,2.0
r1276,adabi,Mi Bandung Prawn Mee,Pack,Malaysia,4.25
r1275,wu-mu,Ramen With Stewed Pork Flavor,Pack,Taiwan,4.5
r1274,wu-mu,Shiitake Flavor Spinach Ramen,Pack,Taiwan,3.75
r1273,sainsbury's,Basics Instant Noodles Chicken Curry Flavour,Pack,UK,3.25
r1272,samyang foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,South Korea,3.5
r1271,prima taste,Singapore Chilli Crab La Mian,Pack,Singapore,5.0
r1270,ko-lee,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,Pack,UK,5.0
r1269,chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,Hong Kong,2.5
r1268,wu-mu,Dried Noodle With Jah Jan Sauce,Pack,Taiwan,3.25
r1267,abc,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Cup,Indonesia,3.75
r1266,abc,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4.0
r1265,abc,Rasa Ayam Bawang Chicken Onion Flavour,Cup,Indonesia,3.75
r1264,abc,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,Cup,Indonesia,4.25
r1263,nissin,Cup Noodle Curry X Gunpla RX-78-2 Gundam,Cup,Japan,4.25
r1262,abc,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,Cup,Indonesia,3.75
r1261,eat & go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75
r1260,abc,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,Indonesia,5.0
r1259,eat & go,Chicken Onion Mi Instan Cup,Cup,Indonesia,3.75
r1258,president,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,Indonesia,4.5
r1257,abc,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4.0
r1256,eat & go,Curry Chicken Mi Instan Cup,Cup,Indonesia,4.25
r1255,thai choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25
r1254,four seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,Hong Kong,2.75
r1253,nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,United States,3.75
r1252,tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25
r1251,mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5
r1250,samyang foods,三養라면 (Samyang Ramyun) (South Korean Version),Bowl,South Korea,3.75
r1249,nissin,Sabor A Pollo Sopa Con Fideos,Cup,Colombia,2.75
r1248,wu-mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4.0
r1247,maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4.0
r1246,annie chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,United States,4.0
r1245,sau tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,Hong Kong,3.5
r1244,unif,Unif-100 Pickled Cayenne Flavor Beef Ramen,Pack,China,3.75
r1243,nissin,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Pack,Hong Kong,1.75
r1242,thai pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,United States,4.0
r1241,nissin,Donbei Kansai Soy Sauce Flavor Udon,Pack,Japan,3.75
r1240,maggi,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,Malaysia,4.0
r1239,supermi,Rasa Ayam Spesial,Pack,Indonesia,4.0
r1238,sapporo ichiban,Sesame Ramen,Pack,Japan,5.0
r1237,mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5
r1236,emart,Dare You Habanero Ramyun,Cup,South Korea,3.25
r1235,nissin,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Pack,Hong Kong,3.75
r1234,sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75
r1233,nissin,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,Colombia,3.25
r1232,gaga,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Pack,Indonesia,3.25
r1231,a-sha dry noodle,Instant Noodle Shallot Flavor,Pack,Taiwan,3.75
r1230,saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4.0
r1229,kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,Japan,2.5
r1228,maruchan,Seimen Japanese Instant Ramen Noodles Shio Aji,Pack,Japan,3.75
r1227,mr. noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5
r1226,master kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,China,3.75
r1225,nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,United States,3.75
r1224,homyeondang,Premium Noodle House Seafood Ramyun,Pack,South Korea,4.0
r1223,sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5
r1222,nissin,Soba Classic Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75
r1221,abc,Selera Pedas Hot Semur Chicken Flavour,Pack,Indonesia,4.5
r1220,nissin,Ultraman Instant Noodle Pork Flavour,Cup,Japan,3.0
r1219,tokyo noodle,Mini Instant Noodle Spicy Flavor,Pack,Japan,3.5
r1218,sau tao,Ho Fan Beef Soup Flavored,Pack,China,3.75
r1217,doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5
r1216,batchelors,Super Low Fat Noodles Chilli Chicken Flavour,Pack,UK,1.0
r1215,gaga,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75
r1214,eat & go,Rendang Beef Flavour Fried Instant Noodle,Cup,Indonesia,5.0
r1213,nan jie cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5
r1212,ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5
r1211,nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3.0
r1210,a-sha dry noodle,Hell Spicy Mala,Pack,Taiwan,4.0
r1209,batchelors,Super Noodles Chicken Mushroom Flavour,Pack,UK,3.25
r1208,golden wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,3.5
r1207,nissin,UFO Yakisoba With Wasabi Mayonnaise,Bowl,Japan,5.0
r1206,china best,Frozen Satay Sauce Noodle,Pack,Taiwan,1.0
r1205,mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5
r1204,nissin,Cup Noodles Sabor A Gallina,Cup,Colombia,3.5
r1203,gaga,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5
r1202,sugakiya foods,Udon Miso Stew,Pack,Japan,3.25
r1201,a-sha dry noodle,Instant Noodle Curry Flavour,Pack,Taiwan,4.25
r1200,men-sunaoshi,Tonkotsu Ramen,Pack,Japan,3.75
r1199,mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75
r1198,samyang foods,Maesaengyitangmyun Baked Noodle,Pack,South Korea,5.0
r1197,nissin,Cup Noodle Chilli Tomato,Cup,Japan,4.5
r1196,nissin,Bowl Noodles Chicken Flavor,Bowl,United States,3.5
r1195,sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,2.5
r1194,paldo,Namja Ramyun (US Version),Bowl,South Korea,4.0
r1193,nissin,Soba Curry Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75
r1192,wu-mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75
r1191,gaga,Seribu 1000 Goreng Spesial,Pack,Indonesia,4.0
r1190,sanrio,Hello Kitty Hakata Shoyutonkotsu Ramen,Bowl,Japan,3.75
r1189,acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5.0
r1188,chencun,Braised Pork Ribs,Cup,China,3.0
r1187,nongshim,Shin Ramyun Cup,Cup,South Korea,3.5
r1186,nissin,Sabor A Carne Sopa Instantánea Con Fideos,Pack,Colombia,3.75
r1185,sainsbury's,Basics Instant Noodles Chicken Flavour,Pack,UK,3.25
r1184,sapporo ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5
r1183,paldo,Cheese Noodle,Pack,South Korea,5.0
r1182,ko-lee,Go Noodles Xtreme Hot & Spicy Flavour,Pack,UK,3.75
r1181,samyang foods,Star Popeye Ramyun Snack,Pack,South Korea,4.0
r1180,wei lih,What’s That? Leisure Meatballs Spicy Chicken Flavor,Pack,Taiwan,3.75
r1179,myojo,Chukazanmai Guangdong Style Ramen,Pack,Japan,4.25
r1178,nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,United States,5.0
r1177,abc,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4.0
r1176,maruchan,Old Style Shio Ramen,Pack,Japan,3.5
r1175,healtimie,Green Barley Noodle Milk Chicken Soup,Pack,Indonesia,4.25
r1174,itomen,Crab Flavor Instant Ramen,Pack,Japan,4.0
r1173,pop bihun,Spesial Goreng Special,Pack,Indonesia,3.5
r1172,koyo,Seaweed Ramen Made With Organic Noodles,Pack,United States,2.75
r1171,tiger tiger,Traveller's Choice Indian Tikka Masala Flavour,Pack,UK,3.0
r1170,acecook,Jan Jan Yakisoba,Cup,Japan,3.75
r1169,mr. noodles,Noodles In A Cup Beef Simulated Flavour,Cup,Canada,1.75
r1168,nissin,Donbei Curry Udon (West Japanese),Bowl,Japan,3.25
r1167,kabuto noodles,Miso Ramen,Cup,UK,3.75
r1166,unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,Taiwan,5.0
r1165,nissin,Chow Mein With Shrimp Chow Mein Noodles,Tray,United States,3.75
r1164,mr. noodles,Bowl Chicken Simulated Flavour,Bowl,Canada,2.0
r1163,chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25
r1162,nissin,Chanpon Ramen,Pack,Japan,4.75
r1161,gaga,100 Green Chilli Soto Flavour,Pack,Indonesia,3.75
r1160,samyang foods,Chacharoni,Pack,South Korea,3.75
r1159,peyang,Yakisoba,Tray,Japan,5.0
r1158,nissin,Demae Iccho XO Sauce Seafood Flavour,Bowl,Hong Kong,4.0
r1157,golden wonder,The Nation's Noodle Beef & Tomato Flavour,Cup,UK,4.25
r1156,vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,Vietnam,3.75
r1155,komforte chockolates,Savory Ramen ,Bar,United States,5.0
r1154,golden wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,3.5
r1153,wu-mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4.0
r1152,sapporo ichiban,Tomato & Basil Shio Ramen,Pack,Japan,4.0
r1151,asian thai foods,Fatafat Vegetable Flavor,Pack,Nepal,3.75
r1150,asian thai foods,Krrish Instant Noodles Chicken Flavor,Pack,Nepal,3.5
r1149,asian thai foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,3.5
r1148,asian thai foods,Miteri Instant Noodles Vegetable Flavor,Pack,Nepal,3.5
r1147,asian thai foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5
r1146,asian thai foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,3.5
r1145,asian thai foods,Fatafat Chicken Flavor,Pack,Nepal,3.75
r1144,asian thai foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,Nepal,3.5
r1143,asian thai foods,Rumpum Vegetable Soup Base,Pack,Nepal,4.25
r1142,asian thai foods,Miteri Instant Noodles Chicken Flavor,Pack,Nepal,4.0
r1141,asian thai foods,Joker Ready To Eat Noodles,Pack,Nepal,3.25
r1140,asian thai foods,Preeti Instant Noodles Veg Soup Base,Pack,Nepal,5.0
r1139,asian thai foods,Gaurav Chicken Seasoning,Pack,Nepal,3.75
r1138,tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75
r1137,koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75
r1136,nissin,Yakisoba,Pack,Japan,5.0
r1135,indomie,Instant Noodle Beef & Lime Flavour,Pack,Indonesia,4.25
r1134,hi-myon,Katsuo Udon,Pack,South Korea,4.0
r1133,kamfen,E-Men Noodles Abalone Soup Flavor,Pack,Hong Kong,3.75
r1132,tesco,Everyday Value Spicy Curry Flavour Noodles,Cup,UK,1.5
r1131,wei lih,What’s That? Leisure Meatballs Chicken Flavor,Pack,Taiwan,3.75
r1130,nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5
r1129,oyatsu,Baby Star Ramen Round Chikinmini,Pack,Japan,3.5
r1128,lucky me!,Special Instant Pancit Bihon With Kalamansi,Pack,Philippines,3.25
r1127,campbell's,Hearty Noodles Chicken Flavour,Cup,Canada,2.75
r1126,gaga,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4.0
r1125,myojo,Japanese Style Noodles Shio Flavor,Pack,United States,5.0
r1124,samyang foods,Ganjjampong,Bowl,South Korea,4.25
r1123,maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,Japan,4.25
r1122,nagao noodle,Ramen Kamen Thasos Galle Pork Bone,Pack,Japan,4.25
r1121,sau tao,Oat Noodle Sesame Oil Flavored,Pack,China,3.75
r1120,abc,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,Indonesia,4.75
r1119,ko-lee,Taste Sensation Instant Noodles Curry Flavour,Pack,UK,3.75
r1118,mr. noodles,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,Canada,2.75
r1117,thai pavilion,spicy Pad Thai Instant Noodles & Sauce,Tray,United States,4.25
r1116,tokyo noodle,Mini Instant Noodles Artificial Chicken Flavor,Pack,Japan,5.0
r1115,nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,United States,3.75
r1114,maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,Indonesia,4.0
r1113,samyang foods,Samyang Ramyun (SK Version),Cup,South Korea,3.5
r1112,mama,Oriental Style Instant Kua-Chap Clear Soup,Pack,Thailand,3.75
r1111,golden wheat,Korean Style Stew Beef Cooking Noodle,Pack,China,3.25
r1110,gs25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5
r1109,la fonte,Spaghetti With Bolognese Sauce,Box,Indonesia,4.25
r1108,chencun,Spicy Beef,Cup,China,3.5
r1107,nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,Hong Kong,3.5
r1106,nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5
r1105,nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5.0
r1104,western family,Instant Noodles Chicken Flavour,Pack,Canada,3.5
r1103,myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5.0
r1102,batchelors,Super Noodles Mild Mexican Chilli,Pack,UK,3.0
r1101,eat & go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25
r1100,baltix,Instant Noodles With Chicken Flavour Broth,Pack,Estonia,3.75
r1099,baltix,Instant Noodles With Beef Flavour Broth,Pack,Estonia,3.25
r1098,tropicana slim,Low Fat Noodles Hainan Chicken,Pack,Indonesia,3.75
r1097,amianda,Homely Dried Noodles - Sesame Pate,Pack,Taiwan,3.75
r1096,amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5
r1095,amianda,Tachia Dried Noodles - Fried Shallot,Pack,Taiwan,3.25
r1094,amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25
r1093,amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5
r1092,amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5.0
r1091,amianda,Homely Dried Noodles - Original Flavor ,Pack,Taiwan,4.0
r1090,amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25
r1089,amianda,Hakka Flat Noodles - Fried Bean Sauce,Pack,Taiwan,4.25
r1088,amianda,Tachia Dried Noodles - Peppery,Pack,Taiwan,3.75
r1087,mykuali,Penang White Curry Noodle,Pack,Malaysia,5.0
r1086,sawadee,Indian Curry Flavour,Pack,UK,3.0
r1085,vina acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5
r1084,mr. noodles,Noodles In A Cup Chicken Simulated Flavour,Cup,Canada,1.5
r1083,nissin,GooTa Demi Hamburg-Men,Cup,Japan,4.75
r1082,indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5
r1081,deshome,Aloe Noodle Sesame Sauce,Pack,Taiwan,3.25
r1080,deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5
r1079,deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5.0
r1078,deshome,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Pack,Taiwan,3.75
r1077,deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5.0
r1076,deshome,Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce,Pack,Taiwan,3.75
r1075,deshome,Aloe Noodle With Basil Sauce,Pack,Taiwan,5.0
r1074,deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25
r1073,deshome,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,Taiwan,3.75
r1072,deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4.0
r1071,nissin,Raoh Soy Sauce Taste,Pack,Japan,4.0
r1070,homyeondang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4.0
r1069,nissin,Raoh Rich Miso Flavor,Bowl,Japan,5.0
r1068,koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75
r1067,nissin,Cup Noodle Red Shock,Cup,Japan,3.75
r1066,tasty bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,United States,3.5
r1065,tasty bite,1 Step-1 Minute Asian Noodles Kung Pao,Pack,United States,4.25
r1064,tasty bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,United States,4.0
r1063,tasty bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,United States,3.75
r1062,tasty bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,United States,3.75
r1061,tasty bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,United States,4.0
r1060,star anise foods,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,Pack,United States,3.75
r1059,mamee,Oriental Noodles Curry Flavour,Pack,Malaysia,3.25
r1058,a-sha dry noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4.0
r1057,a-sha dry noodle,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,3.5
r1056,a-sha dry noodle,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,Taiwan,5.0
r1055,a-sha dry noodle,Dry Noodle QQ Thin Noodle - BBQ Sauce,Pack,Taiwan,5.0
r1054,a-sha dry noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,Taiwan,3.75
r1053,a-sha dry noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,Taiwan,4.0
r1052,a-sha dry noodle,Dry Noodle Hakka Noodle - Chili Sauce,Pack,Taiwan,4.25
r1051,maruchan,Seimen Japanese Instant Ramen Noodles Soy Sauce Taste,Pack,Japan,3.75
r1050,knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,Hong Kong,3.0
r1049,mr. noodles,Bowl Beef Simulated Flavor,Bowl,Canada,2.0
r1048,ottogi,Cheese Bokki,Cup,South Korea,3.5
r1047,new touch,Yakisoba Noodle,Tray,Japan,4.0
r1046,myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,United States,4.0
r1045,nissin,Chow Mein Chicken,Tray,United States,3.5
r1044,nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25
r1043,chewy,Rice Vermicelli Satay Chicken,Pack,China,3.0
r1042,nongshim,Potato Pork Ramyun,Pack,China,5.0
r1041,ko-lee,Instant Noodles Super Chow Mein,Pack,UK,4.0
r1040,western family,Instant Noodles Vegetable Flavour,Pack,Canada,1.0
r1039,maruchan,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,Bowl,United States,4.25
r1038,itomen,Chanponmen,Pack,Japan,4.25
r1037,emart,Dare You Habanero Jjamppong,Pack,South Korea,4.0
r1036,golden wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China,3.5
r1035,wei lih,Spicy Sichuan Flavor Instant Noodle,Bowl,Taiwan,3.5
r1034,western family,Instant Noodles In A Cup Spicy Chicken,Cup,Canada,2.25
r1033,nissin,King Cup Noodle BBQ Chicken & Onion,Cup,Japan,3.75
r1032,mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4.0
r1031,homyeondang,Premium Noodle House Don Ramyun,Pack,South Korea,4.0
r1030,samyang foods,60 Ingredients Assorted Vegetable SK Version,Pack,South Korea,3.75
r1029,samyang foods,Nagasaki Crab Jjampong,Pack,South Korea,5.0
r1028,samyang foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,South Korea,4.0
r1027,samyang foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4.0
r1026,samyang foods,Bajirak Kalgugsu,Pack,South Korea,3.75
r1025,samyang foods,Hot Chacharoni,Pack,South Korea,3.75
r1024,homyeondang,Premium Noodle House Tofu Fried Noodle,Pack,South Korea,3.5
r1023,samyang foods,Samyang Ramyun,Pack,South Korea,4.5
r1022,homyeondang,Premuim Noodle House Crab Jjampong,Pack,South Korea,5.0
r1021,samyang foods,Beef Flavor Ramyun (SK Version),Pack,South Korea,4.25
r1020,samyang foods,Nagasaki Jjampong,Bowl,South Korea,4.75
r1019,samyang foods,Kimchi Ramyun (SK Version),Pack,South Korea,4.0
